nct_id,title,status,phase,start_date,completion_date,enrollment,sponsor_name,sponsor_type,outcome,primary_drug,all_drugs,intervention_type,disease,collection_date
NCT04859088,Biologics and Partial Enteral Nutrition Study,RECRUITING,NA,2021-09-20,2026-09,80,NHS Greater Glasgow and Clyde,OTHER,Ongoing,,,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01826188,Combined THC and CBD Drops for Treatment of Crohn's Disease,COMPLETED,Phase 1; Phase 2,2013-03,2018-06,50,Meir Medical Center,OTHER,Success,THC 5mg/ml and CBS 50mg/ml,THC 5mg/ml and CBS 50mg/ml; Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06375382,Effects of Acupuncture on Abdominal Pain-related Intestinal Flora in Patients With Crohn's Disease,COMPLETED,NA,2015-03-01,2024-03-31,64,"Shanghai Institute of Acupuncture, Moxibustion and Meridian",OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04002180,Specified Drug-Use Survey on Vedolizumab for IV Infusion 300 mg [Crohn's Disease],ACTIVE_NOT_RECRUITING,,2019-07-01,2026-06-30,335,Takeda,INDUSTRY,Success,Vedolizumab (Genetical Recombination),Vedolizumab (Genetical Recombination),DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03566823,Efficacy and Safety Study of Ontamalimab as Induction Therapy in Participants With Moderate to Severe Crohn's Disease (CARMEN CD 306),TERMINATED,Phase 3,2018-07-17,2020-08-18,34,Shire,INDUSTRY,Failure,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02513459,"A Long Term Extension Trial of BI 655066/ABBV-066 (Risankizumab), in Patients With Moderately to Severely Active Crohn's Disease",COMPLETED,Phase 2,2015-09-16,2019-06-19,65,AbbVie,INDUSTRY,Success,Risankizumab 600 mg IV,Risankizumab 600 mg IV; Risankizumab 180 mg SC,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00207662,A Safety and Efficacy Study of Infliximab (Remicade) in Patients With Moderate to Severe Active Crohn's Disease,COMPLETED,Phase 3,2000-07,2005-11,580,"Centocor, Inc.",INDUSTRY,Success,infliximab or placebo,infliximab or placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07258641,Fluorescence Imaging of Adalimumab-680LT and Risankizumab-800CW in Inflammatory Bowel Disease,NOT_YET_RECRUITING,Phase 1; Phase 2,2026-01-15,2028-04-01,30,University Medical Center Groningen,OTHER,Ongoing,25mg adalimumab-680LT and 15/25 mg risankizumab-800CW,25mg adalimumab-680LT and 15/25 mg risankizumab-800CW; Adalimumab-680LT 25mg; Risankizumab-800CW 15 mg/25 mg,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02450513,Adalimumab Trough Concentrations in Crohn's Disease: A Pilot Pharmacokinetic Study,COMPLETED,,2012-03,2016-05-25,30,Universitaire Ziekenhuizen KU Leuven,OTHER,Success,Adalimumab,Adalimumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04885920,A Study on Administration Choices of Vedolizumab and Outcomes for Adults With Inflammatory Bowel Disease (IBD) (VARIETY - CROATIA AND SLOVENIA),COMPLETED,,2022-02-22,2024-03-12,120,Takeda,INDUSTRY,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06925061,Target Engagement of EXL01 in the Prevention of Post-operative Recurrence of Crohn's Disease,RECRUITING,Phase 2,2025-03-31,2026-12-31,80,Madeleine Bezault,OTHER,Ongoing,"After surgery for Crohn's disease, eligible patients will be randomized 1:1 to receive oral EXL01 or placebo with or without SoC treatment (based on investigator decision) for up to 24 weeks","After surgery for Crohn's disease, eligible patients will be randomized 1:1 to receive oral EXL01 or placebo with or without SoC treatment (based on investigator decision) for up to 24 weeks",DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01241058,Registry of Pediatric Patients Diagnosed With Crohn's Disease in Belgium,COMPLETED,,2008-05,2015-04,257,Gigi Veereman,OTHER,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01635621,A Phase II Study to Assess the Efficacy and Safety of Olokizumab in Patients With Crohn's Disease,WITHDRAWN,Phase 2,2012-06,2013-08,0,UCB BIOSCIENCES GmbH,INDUSTRY,Failure,Olokizumab (OKZ),Olokizumab (OKZ); Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05598684,SAPHIR : Assessment of Predictive Factors for Persistence of Treatment After Initiation of Adalimumab With a Biosimilar (Adalimumab Fresenius KaBI or Substitution of Reference Adalimumab With the Fresenius Kabi Adalimumab Biosimilar in Patients With Chronic Inflammatory Diseases,UNKNOWN,,2022-11-24,2025-12-30,600,"Fresenius Kabi, France",INDUSTRY,Unknown,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02678052,OTIS Vedolizumab Pregnancy Exposure Registry,COMPLETED,,2015-12-01,2022-07-31,303,Takeda,INDUSTRY,Success,Vedolizumab,Vedolizumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01503099,Intestinal Tuberculosis Diagnostics and the Differentiation From Crohn's Disease,UNKNOWN,,2009-10,2012-12,550,Lovisenberg Diakonale Hospital,OTHER,Unknown,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01030809,Trial of a Treatment Algorithm for the Management of Crohn's Disease,COMPLETED,Phase 4,2010-01,2013-12,1999,"University of Western Ontario, Canada",OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05051943,A Study of the Real-world Use of an Adalimumab Biosimilar and Evaluation of Nutritional Status on the Therapeutic Response,COMPLETED,,2020-09-29,2023-01-20,754,Fresenius Kabi,INDUSTRY,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04978493,A Study to Test Whether BI 706321 Combined With Ustekinumab Helps People With Crohn's Disease,TERMINATED,Phase 2,2021-12-02,2024-08-08,49,Boehringer Ingelheim,INDUSTRY,Failure,BI 706321,BI 706321; Ustekinumab; Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01352221,Safety and Efficacy Study of Oral Ferric Iron To Treat Iron Deficiency Anaemia in Quiescent Crohn's Disease (AEGIS-2),COMPLETED,Phase 3,2011-08,2014-10,128,Shield Therapeutics,INDUSTRY,Success,ST10,ST10; Placebo oral capsule,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02631967,Surgical Prevention of Anastomotic Recurrence by Excluding Mesentery in Crohn's Disease,UNKNOWN,NA,2015-11,2022-11,132,Federico II University,OTHER,Unknown,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07089771,Virtual Versus Dye-based Chromoendoscopy in Inflammatory Bowel Disease Surveillance Colonoscopy,NOT_YET_RECRUITING,NA,2026-05-01,2032-12-31,480,Region Stockholm,OTHER_GOV,Ongoing,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00383344,Use of FDG PET/CT to Evaluate Crohn Disease,COMPLETED,Phase 2,2006-10-01,2007-05-01,30,Eric Turcotte,OTHER,Success,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04488198,Acupuncture in Pediatrics and Adolescents With Chronic Inflammatory Bowel Diseases,ACTIVE_NOT_RECRUITING,NA,2019-03-01,2026-12-31,60,Medical University of Vienna,OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06124287,MRE Predictors of Disease Relapse After Stopping Biologics,RECRUITING,,2024-02-27,2027-02,150,"University College, London",OTHER,Ongoing,,,DIAGNOSTIC_TEST,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04502303,18F-FDG and 68Ga-FAPI PET/CT in Crohn's Disease,UNKNOWN,Phase 2,2020-09,2021-09,30,Peking Union Medical College Hospital,OTHER,Unknown,,,DIAGNOSTIC_TEST,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04060303,ENhanced Recovery in CHildren Undergoing Surgery,COMPLETED,Phase 3,2020-07-01,2024-06-30,599,Northwestern University,OTHER,Success,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02499783,Study to Evaluate the Safety and Efficacy of Adalimumab in Chinese Subjects With Moderate to Severe Crohn's Disease,COMPLETED,Phase 3,2015-08-17,2017-12-15,205,AbbVie,INDUSTRY,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00528073,"Placebo Controlled Study of 3 Doses of Rifaximin-EIR Tablet to Treat Moderate, Active Crohn's Disease",COMPLETED,Phase 2,2007-09,2009-10,410,Alfasigma S.p.A.,INDUSTRY,Success,Rifaximin-EIR,Rifaximin-EIR,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03769922,Postoperative Progression of the Disease Following Extensive Versus Limited Mesenteric Excision for Crohn's Disease,UNKNOWN,NA,2019-02-18,2025-01,116,"Jinling Hospital, China",OTHER,Unknown,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07196722,A Study of Icotrokinra in Participants With Moderately to Severely Active Crohn's Disease,RECRUITING,Phase 2; Phase 3,2025-10-03,2032-10-06,1092,"Janssen Research & Development, LLC",INDUSTRY,Ongoing,Icotrokinra,Icotrokinra; Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00434551,MACCS: Multicenter Australian CE in Patients With Suspected Crohn's Disease Study,COMPLETED,,2005-02,2008-02,119,Medtronic - MITG,INDUSTRY,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01792388,Vitd and Barrier Function in IBD,COMPLETED,Phase 4,2011-12,2012-03,30,"University of Dublin, Trinity College",OTHER,Success,,,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05099653,Study of the Impact of a Physical Activity Programme on the Quality of Life of Patients With Inflammatory Bowel Disease,UNKNOWN,NA,2020-02-20,2022-10-31,30,Raincy Montfermeil Hospital Group,NETWORK,Unknown,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00769353,Understanding and Treating Neuropsychiatric Symptoms of Pediatric Physical Illness,COMPLETED,NA,2008-01,2014-01,90,University of Pittsburgh,OTHER,Success,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03009396,Open Label Efficacy and Safety of Anti-MAP (Mycobacterium Avium Ssp. Paratuberculosis) Therapy in Adult Crohn's Disease,COMPLETED,Phase 3,2017-03-18,2019-08-19,54,RedHill Biopharma Limited,INDUSTRY,Success,"RHB-104 (fixed-dose combination: 95 mg clarithromycin, 45 mg rifabutin, and 10 mg clofazimine)","RHB-104 (fixed-dose combination: 95 mg clarithromycin, 45 mg rifabutin, and 10 mg clofazimine)",DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00269386,Clarithromycin in Active Crohn's Disease,COMPLETED,Phase 3,2000-04,2007-05,44,Royal Liverpool University Hospital,OTHER_GOV,Success,Clarithromycin,Clarithromycin; Placebo,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02768532,Value of Pharmacokinetic Assays in the Prediction of Induction and Maintenance Therapeutic Response in Crohn's Disease,TERMINATED,Phase 4,2016-07-01,2023-01-23,47,Centre Hospitalier Universitaire de Saint Etienne,OTHER,Failure,Vedolizumab,Vedolizumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06338930,Remote Monitoring of Patients With an Inflammatory Bowel Disease Under no or Maintenance Therapy,NOT_YET_RECRUITING,NA,2025-02-01,2027-03-30,456,Universitaire Ziekenhuizen KU Leuven,OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03648398,Pilot Study of an Online Therapeutic Education Program for Patients With Inflammatory Bowel Disease,UNKNOWN,NA,2021-01-29,2023-04-01,50,"Central Hospital, Nancy, France",OTHER,Unknown,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03455751,Precision Pain Management for Major Abdominal Surgery in Colorectal Surgery,TERMINATED,NA,2018-04-17,2019-01-09,10,The Cleveland Clinic,OTHER,Failure,,,GENETIC,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02088944,a Single-center Registered Clinical Research of Chinese Patients With Moderate to Severe Crohn's Disease,UNKNOWN,,2014-03,,142,"Nanfang Hospital, Southern Medical University",OTHER,Unknown,Infliximab,Infliximab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01933867,Water-aided Colonoscopy in Inflammatory Bowel Disease Patients,COMPLETED,NA,2013-09,2014-08,92,Vitkovice Hospital,OTHER,Success,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04283864,"Decoding Personalized Nutritional, Microbiome and Host Patterns Impacting Clinical and Prognostic Features in Crohn's Disease",ACTIVE_NOT_RECRUITING,,2020-11-29,2027-12,300,Weizmann Institute of Science,OTHER,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04397263,A Study of Guselkumab in Participants With Moderately to Severely Active Crohn's Disease,COMPLETED,Phase 3,2020-06-10,2025-09-12,38,Janssen Pharmaceutical K.K.,INDUSTRY,Success,Guselkumab,Guselkumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06995170,Investigation of the Correlation Between Polyamine Levels and Their Key Enzymatic Activities in Association With Inflammatory Bowel Disease Progression,RECRUITING,,2025-01-01,2025-12,146,Xijing Hospital,OTHER,Ongoing,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04654494,Colorectal Cancer in Crohn's Disease,UNKNOWN,,2020-07-01,2021-01,70,University of Rome Tor Vergata,OTHER,Unknown,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03261102,TDM Guided Early Optimization of ADAL in Crohn's Disease,ACTIVE_NOT_RECRUITING,NA,2017-01-17,2025-06-01,200,waqqas.afif,OTHER,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04751396,Testing of an Educational Tool for Patients With Melanoma and Pre-Existing Autoimmune Disease Who Are Candidates for Immune Checkpoint Inhibitors,RECRUITING,,2022-04-20,2027-02-02,125,M.D. Anderson Cancer Center,OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00740103,Long-term Study of Semapimod (CNI-1493) for Treatment of Crohn's Disease,COMPLETED,Phase 2,2002-12,2004-09,119,Ferring Pharmaceuticals,INDUSTRY,Success,Semapimod,Semapimod,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01233570,Topical Tacrolimus 0.1% Ointment For Treatment Of Cutaneous Crohn's Disease,COMPLETED,Phase 2,,,20,University of Aberdeen,OTHER,Success,Tacrolimus,Tacrolimus,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03478956,A Phase I Study of Etrolizumab Followed by Open-Label Extension and Safety Monitoring in Pediatric Patients With Moderate to Severe Ulcerative Colitis or Moderate to Severe Crohn's Disease,TERMINATED,Phase 1,2018-03-27,2023-09-27,24,Hoffmann-La Roche,INDUSTRY,Failure,Etrolizumab,Etrolizumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05407350,Validation of an IUS Activity Index,UNKNOWN,,2022-06,2025-06,110,International Bowel Ultrasound Group e.V.,OTHER,Unknown,,,DIAGNOSTIC_TEST,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00152425,"Study to Test the Effect of CDP870 in the Treatment of Crohn's Disease Over 26 Weeks, Comparing CDP870 to a Dummy Drug (Placebo), Following 3 Doses of Active Drug (CDP870).",COMPLETED,Phase 3,2004-02,2005-05,392,UCB Pharma,INDUSTRY,Success,Certolizumab Pegol (CDP870),Certolizumab Pegol (CDP870),DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04519697,Mesenchymal Stem Cells for the Treatment of Rectovaginal Fistulas in Participants With Crohn's Disease,TERMINATED,Phase 1; Phase 2,2020-10-28,2023-11-15,20,Anthony Lembo,OTHER,Failure,Mesenchymal Stem Cells,Mesenchymal Stem Cells,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01349920,Biomarkers of Intestinal Mucosal Healing in Crohn's Disease (P08143),COMPLETED,,2012-11-28,2015-09-28,15,Merck Sharp & Dohme LLC,INDUSTRY,Success,Infliximab,Infliximab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04846959,Study to Evaluate Pregnancy Outcomes in Risankizumab Exposed Pregnancies Relative to Those Non-risankizumab Exposed Pregnancies in Women With FDA Approved Indications,RECRUITING,,2021-07-30,2032-06,818,AbbVie,INDUSTRY,Ongoing,Risankizumab,Risankizumab; Comparator,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04804046,Synbiotics and Post-op Crohn's Disease,TERMINATED,NA,2021-07-15,2023-12-31,4,University of Alberta,OTHER,Failure,,,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01957423,Immune Response Regulation and Nutritional Status of the Crohn's Disease Patients.,COMPLETED,NA,2012-03,2013-03,41,"University of Campinas, Brazil",OTHER,Success,,,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06833450,Reliability of IUS in Crohn's Disease,RECRUITING,NA,2022-01-19,2026-02,30,"Centre Hospitalier Universitaire, Amiens",OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06452550,Neurophenotype Predicts CD Disease Progression,RECRUITING,,2021-05-01,2025-06-01,500,"First Affiliated Hospital, Sun Yat-Sen University",OTHER,Ongoing,,,DIAGNOSTIC_TEST,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06203782,Comparing Endoscopic Strictureplasty vs. Balloon Dilation in Crohn's Disease Strictures,RECRUITING,NA,2024-12-16,2026-01-01,102,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,Ongoing,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04779320,A Study of Vedolizumab in Children and Teenagers With Moderate to Severe Crohn's Disease (CD),RECRUITING,Phase 3,2022-02-10,2027-09-13,120,Takeda,INDUSTRY,Ongoing,Vedolizumab IV,Vedolizumab IV,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03650413,An Extension Study to Evaluate the Long-Term Safety and Tolerability of UTTR1147A in Participants With Moderate to Severe Ulcerative Colitis or Crohn's Disease,TERMINATED,Phase 2,2019-01-14,2022-07-12,143,"Genentech, Inc.",INDUSTRY,Failure,UTTR1147A,UTTR1147A,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01019460,"A Comparative Study of Capsule Endoscopy, Magnetic Resonance Imaging and Computer Tomography Scanning of the Small Bowel in Crohn's Disease",COMPLETED,NA,2007-10,2011-08,150,University of Southern Denmark,OTHER,Success,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01345318,B0151005 Open-Label Extension Study,COMPLETED,Phase 2,2011-06,2016-03,191,Pfizer,INDUSTRY,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02677350,AlloGeneic Human Mesenchymal Stem Cells (hMSC) in PAtients With FistuLizing Crohn's Disease Via PErifistula iNjEctions (GALENE),WITHDRAWN,Phase 1,2019-12-01,2026-12,0,Joshua M Hare,OTHER,Failure,Allogeneic Bone Marrow derived Human Mesenchymal Stem Cells (hMSCs),Allogeneic Bone Marrow derived Human Mesenchymal Stem Cells (hMSCs),DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01083680,Effectiveness and Safety in Patients With Crohn´s Disease in Clinical Routine,COMPLETED,,2007-05,2015-12,4107,"AbbVie (prior sponsor, Abbott)",INDUSTRY,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06001450,Pregnant Women With and Without Crohns Disease to Explore the Role of Plastics and Toxins in Intestinal Inflammation,RECRUITING,,2023-08-15,2027-08-31,46,Icahn School of Medicine at Mount Sinai,OTHER,Ongoing,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05709717,Regenerative Therapy With Autologous Stromal Vascular Fraction Derived Mesenchymal Stem Cells and Platelet-rich Plasma to Treat Complex Perianal Diseases,UNKNOWN,,2023-01-25,2024-01-31,50,Kantonsspital Winterthur KSW,OTHER,Unknown,,,PROCEDURE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07545317,Real-World Study of IL-23 Inhibitors in Active Crohn's Disease,RECRUITING,,2026-04,2028-08-31,665,"Sixth Affiliated Hospital, Sun Yat-sen University",OTHER,Ongoing,IL-23 inhibitor,IL-23 inhibitor; TNF inhibitors,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05956158,RISE: A Remote Study of Insomnia Treatment in Crohn's Disease,ACTIVE_NOT_RECRUITING,NA,2023-11-28,2027-02-28,83,Dartmouth-Hitchcock Medical Center,OTHER,Success,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05321758,Fecal Microbiota Transplantation as the First-line Treatment in Active Pediatric Crohn's Disease,RECRUITING,NA,2020-03-22,2027-06-30,50,Tongji Hospital,OTHER,Ongoing,Immunosuppressive Agents,Immunosuppressive Agents,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03941184,Spontaneous Coronary Artery Dissection (SCAD) and Autoimmunity,COMPLETED,,1995-01-01,2020-11-10,114,Mayo Clinic,OTHER,Success,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03257345,VEST: The UK Vedolizumab Real Life Experience Study in Inflammatory Bowel Disease,UNKNOWN,,2017-02-03,2019-12-31,360,University Hospital Southampton NHS Foundation Trust,OTHER,Unknown,,,,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04431700,Study of Dietary Composition in Crohn's Disease,TERMINATED,NA,2020-10-05,2025-03-31,28,"University of California, Los Angeles",OTHER,Failure,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT07113522,A Phase 2 Study to Evaluate Therapies for Inflammatory Bowel Disease,RECRUITING,Phase 2,2025-06-26,2028-02-04,140,"Mirador Therapeutics, Inc.",INDUSTRY,Ongoing,MT-501,MT-501; MT-201,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00354367,Evaluate Efficacy of Certolizumab in Crohn's Patients With Draining Fistulas,WITHDRAWN,Phase 3,2007-01,,0,UCB Pharma,INDUSTRY,Failure,Certolizumab pegol,Certolizumab pegol,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06935929,A Study on the Associations Between Microribonucleic Acid Gene Polymorphisms and Crohn's Disease,COMPLETED,,2020-01-01,2025-01-01,839,Second Affiliated Hospital of Wenzhou Medical University,OTHER,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00445939,A Study of Adalimumab for the Induction of Clinical Remission in Japanese Subjects With Crohn's Disease,COMPLETED,Phase 2; Phase 3,2007-02,,90,Abbott,INDUSTRY,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01877577,Supplementation of Vitamin D3 in Patients With Inflammatory Bowel Diseases and Hypovitaminosis D,COMPLETED,NA,2012-04,2013-09,30,"University of California, San Francisco",OTHER,Success,,,DIETARY_SUPPLEMENT,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03709628,"A Study of a FimH Blocker, EB8018, in Crohn's Disease Patients",COMPLETED,Phase 1,2018-03-07,2019-12-04,8,Enterome,INDUSTRY,Success,EB8018 (First-in-class FimH blocker),EB8018 (First-in-class FimH blocker),DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT00113503,Imuran Dosing in Crohn's Disease Study,TERMINATED,Phase 2,2005-07,2007-12,50,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),NIH,Failure,Azathioprine weight-based dose,Azathioprine weight-based dose; Azathioprine individualised dose,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04198831,Effect of Acupuncture on Quiescent Crohn's Disease,COMPLETED,NA,2015-04-01,2023-12-31,84,"Shanghai Institute of Acupuncture, Moxibustion and Meridian",OTHER,Success,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06606756,CEDATA GPGE - a Patient Registry for Children and Adolescents With Inflammatory Bowel Disease,RECRUITING,,2004-09-01,2034-12-01,6300,University of Giessen,OTHER,Ongoing,,,OTHER,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05427942,"Yuflyma® (Adalimumab), Patient Experience After Switching",UNKNOWN,,2022-06-03,2023-03-01,300,Celltrion HealthCare France,INDUSTRY,Unknown,Adalimumab,Adalimumab,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT01417702,Endoscopy for Assessment of Mucosal Healing in IBD,COMPLETED,,2011-08,2014-11,232,University of Erlangen-Nürnberg Medical School,OTHER,Success,,,DEVICE,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02084290,Evaluating a Shared Decision Making Program for Crohn's Disease,COMPLETED,NA,2014-03,2018-12-31,204,Dartmouth-Hitchcock Medical Center,OTHER,Success,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02997059,Effect of Fluconazole on the Levels of ASCA After Surgical Resection for Crohn's Disease.,COMPLETED,Phase 2,2008-07,2015-06,35,"University Hospital, Lille",OTHER,Success,Fluconazole,Fluconazole,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT06109961,Hyperbaric Oxygen Therapy for Perianal Fistulizing Crohn's Disease Not Responsive or Intolerant to Conventional Care: HYPNOTIC Pilot Study,UNKNOWN,Phase 1; Phase 2,2024-01,2026-03,40,Ottawa Hospital Research Institute,OTHER,Unknown,Oxygen Gas for Inhalation,Oxygen Gas for Inhalation,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT05418062,Group ACT for CD Pain- a Feasibility Study,UNKNOWN,NA,2023-01-11,2024-02,48,King's College London,OTHER,Unknown,,,BEHAVIORAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT04508088,Skeletal Health and Bone Marrow Composition in Newly Diagnosed Adolescents With Crohn Disease,RECRUITING,,2020-09-10,2026-12,92,Massachusetts General Hospital,OTHER,Ongoing,,,DIAGNOSTIC_TEST,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03235180,Ultrasound Evaluation of Crohn's Disease,TERMINATED,Phase 4,2017-06-16,2021-10-12,9,Mayo Clinic,OTHER,Failure,Sulfur Hexafluoride,Sulfur Hexafluoride,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02998827,Thalidomide Results in Diminished Ovarian Reserve in Reproductive Age Female IBD Patients,UNKNOWN,NA,2016-11,,90,"Sixth Affiliated Hospital, Sun Yat-sen University",OTHER,Unknown,Thalidomide,"Thalidomide; infliximab, azathioprine",DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT03808103,Safety and Efficacy of EcoActive on Intestinal Adherent Invasive E. Coli in Patients With Inactive Crohn's Disease,ACTIVE_NOT_RECRUITING,Phase 1; Phase 2,2019-05-01,2026-06-01,30,"Intralytix, Inc.",INDUSTRY,Success,,,BIOLOGICAL,crohn's disease,2026-05-24T07:54:15.136478+00:00
NCT02413047,Evaluate if Response to Infliximab or Adalimumab May be Regained With an Immunomodulator,TERMINATED,NA,2015-05,2018-02,3,Indiana University,OTHER,Failure,Azathioprine,Azathioprine; 6 mercaptopurine; Methotrexate,DRUG,crohn's disease,2026-05-24T07:54:15.136478+00:00
